A0;A0_1;A0_7;A1;Residencia;CCAA;A14;A15;A16;A13_1;Factor
1;20151009011816;2;2;2;09;1;5;6;3;11.189111122
1;20151006013081;2;2;2;01;1;1;1;4;63.005083889
1;20151008035073;2;2;2;13;8;3;1;4;17.200065526
1;20151006011771;2;2;2;09;1;1;6;4;11.189111122
2;20151021015704;2;2;2;01;1;2;6;3;63.005083889
1;20151003013081;2;2;2;01;1;1;1;4;63.005083889
1;20151008011943;2;2;2;09;1;1;6;4;11.189111122
1;20151010013048;2;2;2;01;1;1;6;3;63.005083889
1;20151005011771;2;2;2;09;1;1;6;4;11.189111122
1;20151003010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151011013048;2;2;2;01;1;1;6;3;63.005083889
1;20151007022213;2;2;2;09;1;1;1;3;11.189111122
1;20151003017665;2;2;2;09;1;2;6;2;41.297303626
1;20151007013081;2;2;2;01;1;1;1;4;63.005083889
1;20151003022213;2;2;2;09;1;1;1;3;11.189111122
2;20151002039318;2;2;2;09;7;1;6;4;49.120102123
1;20151005011641;2;2;2;09;1;2;6;3;11.189111122
1;20151005011950;3;2;2;98;0;5;6;1;11.600031994
1;20151003012735;3;2;2;98;0;4;6;1;52.897182225
1;20151004013059;2;2;2;01;7;1;6;4;73.295762344
1;20151005011807;3;2;2;98;0;5;6;1;11.600031994
1;20151004012622;3;2;2;98;0;1;1;1;52.897182225
1;20151044013081;2;2;2;01;1;1;1;4;63.005083889
1;20151004011951;2;2;2;09;2;1;6;4;13.308623874
1;20151008011809;2;2;2;09;1;5;6;3;11.189111122
1;20151012011637;2;2;2;09;1;1;6;3;11.189111122
1;20151004011643;3;2;2;98;0;5;6;1;11.600031994
1;20151010011817;2;2;2;09;1;2;6;3;11.189111122
1;20151003035084;3;2;2;98;0;1;6;1;14.991881376
1;20151007022423;2;2;2;09;1;1;6;3;11.189111122
1;20151008018972;3;2;2;98;0;1;6;1;78.210581088
2;20151003007470;3;2;2;98;0;5;0;1;78.210581088
1;20151005011809;2;2;2;09;1;5;6;3;11.189111122
1;20151013022213;2;2;2;09;1;1;1;3;11.189111122
1;20151004031309;2;2;2;09;1;3;6;5;84.257668267
1;20151023013081;2;2;2;01;1;1;1;4;63.005083889
1;20151003013546;2;2;2;10;2;1;6;4;52.388370984
1;20151009022213;2;2;2;09;1;1;1;3;11.189111122
2;20151002037736;2;2;2;09;8;1;6;4;49.120102123
1;20151003013061;2;2;2;01;8;1;6;3;73.295762344
1;20151007011950;3;2;2;98;0;5;6;1;11.600031994
1;20151019010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151003000080;2;2;2;09;1;1;1;4;309.67147956
1;20151012011816;2;2;2;09;1;5;6;3;11.189111122
1;20151003034921;3;2;2;98;0;1;1;1;14.991881376
1;20151011011816;2;2;2;09;1;5;6;3;11.189111122
1;20151008011950;3;2;2;98;0;5;6;1;11.600031994
1;20151003010993;2;2;2;14;8;1;6;3;7.9218832574
1;20151021011816;2;2;2;09;1;5;6;3;11.189111122
1;20151017011816;2;2;2;09;1;5;6;3;11.189111122
2;20151024015704;2;2;2;01;1;2;6;3;63.005083889
1;20151003011947;2;2;2;09;1;1;6;4;11.189111122
1;20151034010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151004022220;2;2;2;09;1;1;6;3;11.189111122
1;20151019011637;2;2;2;09;1;1;6;3;11.189111122
1;20151027013081;2;2;2;01;1;1;1;4;63.005083889
1;20151006011642;2;2;2;09;1;1;6;4;11.189111122
1;20151009011771;2;2;2;09;1;1;6;4;11.189111122
1;20151011022213;2;2;2;09;1;1;1;3;11.189111122
1;20151004017931;2;2;2;09;1;2;6;3;41.297303626
1;20151038010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151007035073;2;2;2;13;8;3;1;4;17.200065526
1;20151003012720;2;2;2;13;2;1;6;4;60.688513843
1;20151006011774;3;2;2;98;0;5;6;1;11.600031994
1;20151043013081;2;2;2;01;1;1;1;4;63.005083889
1;20151004010710;2;2;2;13;2;1;6;4;96.475253779
2;20151003007520;3;2;2;98;0;5;0;1;78.210581088
1;20151003011756;2;2;2;09;1;2;6;4;11.189111122
1;20151010022414;2;2;2;09;1;1;6;3;11.189111122
1;20151011011817;2;2;2;09;1;2;6;3;11.189111122
2;20151028015704;2;2;2;01;1;2;6;3;63.005083889
1;20151007011642;2;2;2;09;1;1;6;4;11.189111122
1;20151004011817;2;2;2;09;1;2;6;3;11.189111122
1;20151004017685;2;2;2;09;1;1;6;3;41.297303626
1;20151008013048;2;2;2;01;1;1;6;3;63.005083889
1;20151003013717;2;2;2;10;8;1;6;4;52.388370984
1;20151018013081;2;2;2;01;1;1;1;4;63.005083889
1;20151003013059;2;2;2;01;7;1;6;4;73.295762344
2;20151049015704;2;2;2;01;1;2;6;3;63.005083889
1;20151007012622;3;2;2;98;0;1;1;1;52.897182225
1;20151003022423;2;2;2;09;1;1;6;3;11.189111122
2;20151033015704;2;2;2;01;1;2;6;3;63.005083889
2;20151017015704;2;2;2;01;1;2;6;3;63.005083889
1;20151007013060;2;2;2;01;1;1;6;4;63.005083889
1;20151003018766;3;2;2;98;0;1;6;1;78.210581088
1;20151006011641;2;2;2;09;1;2;6;3;11.189111122
1;20151020022213;2;2;2;09;1;1;1;3;11.189111122
1;20151013035073;2;2;2;13;8;3;1;4;17.200065526
2;20151043015704;2;2;2;01;1;2;6;3;63.005083889
1;20151006010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151029013081;2;2;2;01;1;1;1;4;63.005083889
1;20151011011938;2;2;2;09;1;1;1;4;11.189111122
1;20151004031021;2;2;2;09;1;2;6;4;84.257668267
1;20151004012741;2;2;2;07;8;4;6;4;60.688513843
2;20151005015704;2;2;2;01;1;2;6;3;63.005083889
1;20151006011950;3;2;2;98;0;5;6;1;11.600031994
2;20151003041989;3;2;2;98;0;5;0;1;14.991881376
1;20151005011774;3;2;2;98;0;5;6;1;11.600031994
1;20151004013060;2;2;2;01;1;1;6;4;63.005083889
1;20151013011938;2;2;2;09;1;1;1;4;11.189111122
2;20151032015704;2;2;2;01;1;2;6;3;63.005083889
1;20151021011637;2;2;2;09;1;1;6;3;11.189111122
1;20151004013078;2;2;2;01;1;1;1;5;63.005083889
1;20151012010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151010011950;3;2;2;98;0;5;6;1;11.600031994
1;20151003011816;2;2;2;09;1;5;6;3;11.189111122
2;20151003015256;2;2;2;09;1;1;6;4;41.297303626
1;20151005011943;2;2;2;09;1;1;6;4;11.189111122
1;20151029010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151005013048;2;2;2;01;1;1;6;3;63.005083889
1;20151017022213;2;2;2;09;1;1;1;3;11.189111122
1;20151010011943;2;2;2;09;1;1;6;4;11.189111122
1;20151034013081;2;2;2;01;1;1;1;4;63.005083889
1;20151004011950;3;2;2;98;0;5;6;1;11.600031994
1;20151011011771;2;2;2;09;1;1;6;4;11.189111122
1;20151005011637;2;2;2;09;1;1;6;3;11.189111122
1;20151010011938;2;2;2;09;1;1;1;4;11.189111122
2;20151004024834;3;2;2;98;0;5;0;1;78.210581088
1;20151003017685;2;2;2;09;1;1;6;3;41.297303626
2;20151002040788;2;2;2;01;1;1;1;4;77.132286324
2;20151022015704;2;2;2;01;1;2;6;3;63.005083889
1;20151004011803;2;2;2;09;1;1;6;2;11.189111122
1;20151007010710;2;2;2;13;2;1;6;4;96.475253779
1;20151003034988;3;2;2;98;0;3;6;1;14.991881376
1;20151003017869;2;2;2;09;1;1;6;3;41.297303626
1;20151003012741;2;2;2;07;8;4;6;4;60.688513843
1;20151003035134;2;2;2;13;1;1;6;4;14.407725798
1;20151003013060;2;2;2;01;1;1;6;4;63.005083889
1;20151018011637;2;2;2;09;1;1;6;3;11.189111122
2;20151015015704;2;2;2;01;1;2;6;3;63.005083889
1;20151019022213;2;2;2;09;1;1;1;3;11.189111122
1;20151008011817;2;2;2;09;1;2;6;3;11.189111122
1;20151005018768;3;2;2;98;0;1;1;1;78.210581088
1;20151004022423;2;2;2;09;1;1;6;3;11.189111122
2;20151044015704;2;2;2;01;1;2;6;3;63.005083889
2;20151003015226;2;2;2;09;1;1;6;4;41.297303626
2;20151013015704;2;2;2;01;1;2;6;3;63.005083889
1;20151003011637;2;2;2;09;1;1;6;3;11.189111122
1;20151005018972;3;2;2;98;0;1;6;1;78.210581088
1;20151017010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151008011772;2;2;2;09;1;1;6;3;11.189111122
1;20151003000403;2;3;2;01;1;1;6;2;53.516955553
1;20151003021131;2;2;2;01;1;1;1;4;272.43357733
1;20151009011943;2;2;2;09;1;1;6;4;11.189111122
1;20151003030028;2;2;2;13;1;1;1;4;50.836054387
2;20151038015704;2;2;2;01;1;2;6;3;63.005083889
1;20151020013081;2;2;2;01;1;1;1;4;63.005083889
1;20151003035002;2;2;2;13;1;2;6;3;14.407725798
1;20151007011774;3;2;2;98;0;5;6;1;11.600031994
1;20151026013081;2;2;2;01;1;1;1;4;63.005083889
1;20151016018972;3;2;2;98;0;1;6;1;78.210581088
2;20151004015704;2;2;2;01;1;2;6;3;63.005083889
2;20151003039318;2;2;2;09;7;1;6;4;49.120102123
1;20151003011643;3;2;2;98;0;5;6;1;11.600031994
2;20151034015704;2;2;2;01;1;2;6;3;63.005083889
1;20151004011938;2;2;2;09;1;1;1;4;11.189111122
1;20151003012630;3;2;2;98;0;1;1;1;52.897182225
1;20151004022414;2;2;2;09;1;1;6;3;11.189111122
1;20151007018972;3;2;2;98;0;1;6;1;78.210581088
1;20151003013087;2;2;2;01;1;1;1;4;63.005083889
1;20151004018972;3;2;2;98;0;1;6;1;78.210581088
2;20151040015704;2;2;2;01;1;2;6;3;63.005083889
1;20151018022213;2;2;2;09;1;1;1;3;11.189111122
1;20151003013040;2;2;2;01;7;1;6;3;73.295762344
2;20151023015704;2;2;2;01;1;2;6;3;63.005083889
1;20151005017932;2;2;2;09;1;2;6;3;41.297303626
1;20151022013081;2;2;2;01;1;1;1;4;63.005083889
2;20151036015704;2;2;2;01;1;2;6;3;63.005083889
1;20151004022224;2;2;2;09;1;1;6;4;11.189111122
1;20151014011809;2;2;2;09;1;5;6;3;11.189111122
1;20151003012625;3;2;2;98;0;1;1;1;52.897182225
1;20151006011809;2;2;2;09;1;5;6;3;11.189111122
1;20151005022213;2;2;2;09;1;1;1;3;11.189111122
1;20151003013043;2;2;2;01;2;1;6;4;73.295762344
1;20151005013078;2;2;2;01;1;1;1;5;63.005083889
1;20151022022213;2;2;2;09;1;1;1;3;11.189111122
1;20151004012630;3;2;2;98;0;1;1;1;52.897182225
1;20151015010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151037013081;2;2;2;01;1;1;1;4;63.005083889
2;20151011014124;2;2;2;16;1;1;1;4;13.288787554
2;20151003014124;2;2;2;16;1;1;1;4;13.288787554
1;20151008010972;2;2;2;14;1;3;6;4;6.1665545527
2;20151007014124;2;2;2;16;1;1;1;4;13.288787554
2;20151029015704;2;2;2;01;1;2;6;3;63.005083889
2;20151005014124;2;2;2;16;1;1;1;4;13.288787554
1;20151005025382;2;2;2;16;2;1;6;3;12.962250704
1;20151006012622;3;2;2;98;0;1;1;1;52.897182225
1;20151008011938;2;2;2;09;1;1;1;4;11.189111122
1;20151012018972;3;2;2;98;0;1;6;1;78.210581088
2;20151006015704;2;2;2;01;1;2;6;3;63.005083889
1;20151019013081;2;2;2;01;1;1;1;4;63.005083889
1;20151005017665;2;2;2;09;1;2;6;2;41.297303626
1;20151003013089;2;2;2;01;7;1;6;5;73.295762344
2;20151018015704;2;2;2;01;1;2;6;3;63.005083889
1;20151007011943;2;2;2;09;1;1;6;4;11.189111122
1;20151003011007;2;2;2;14;8;1;6;5;7.9218832574
2;20151041015704;2;2;2;01;1;2;6;3;63.005083889
1;20151014010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151013018972;3;2;2;98;0;1;6;1;78.210581088
1;20151003010994;2;2;2;10;8;1;6;4;7.9218832574
1;20151009035073;2;2;2;13;8;3;1;4;17.200065526
1;20151010011816;2;2;2;09;1;5;6;3;11.189111122
1;20151004011642;2;2;2;09;1;1;6;4;11.189111122
1;20151004031303;2;2;2;09;1;2;6;4;84.257668267
1;20151007011771;2;2;2;09;1;1;6;4;11.189111122
1;20151003011943;2;2;2;09;1;1;6;4;11.189111122
1;20151021011938;2;2;2;09;1;1;1;4;11.189111122
1;20151003034908;3;2;2;98;0;1;1;1;14.991881376
1;20151003011541;2;2;2;06;1;1;6;4;25.7923964
1;20151012013081;2;2;2;01;1;1;1;4;63.005083889
1;20151006011816;2;2;2;09;1;5;6;3;11.189111122
1;20151003029854;3;2;2;98;0;1;1;1;52.897182225
1;20151003013559;2;2;2;10;1;1;6;3;53.6856438
1;20151030013081;2;2;2;01;1;1;1;4;63.005083889
1;20151003035080;2;2;2;13;1;1;6;4;14.407725798
1;20151004011774;3;2;2;98;0;5;6;1;11.600031994
1;20151007010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151007011637;2;2;2;09;1;1;6;3;11.189111122
2;20151006014124;2;2;2;16;1;1;1;4;13.288787554
1;20151015011938;2;2;2;09;1;1;1;4;11.189111122
1;20151031013081;2;2;2;01;1;1;1;4;63.005083889
1;20151003022220;2;2;2;09;1;1;6;3;11.189111122
1;20151018011816;2;2;2;09;1;5;6;3;11.189111122
1;20151004011641;2;2;2;09;1;2;6;3;11.189111122
1;20151006034988;3;2;2;98;0;3;6;1;14.991881376
2;20151003016373;2;2;2;10;8;1;6;4;275.23320076
1;20151003035133;3;2;2;98;0;4;6;1;14.991881376
1;20151016010972;2;2;2;14;1;3;6;4;6.1665545527
2;20151037015704;2;2;2;01;1;2;6;3;63.005083889
1;20151008011641;2;2;2;09;1;2;6;3;11.189111122
1;20151004011771;2;2;2;09;1;1;6;4;11.189111122
1;20151009011637;2;2;2;09;1;1;6;3;11.189111122
1;20151003028422;2;2;2;05;2;1;6;5;136.20074895
1;20151009022414;2;2;2;09;1;1;6;3;11.189111122
2;20151008015704;2;2;2;01;1;2;6;3;63.005083889
1;20151045013081;2;2;2;01;1;1;1;4;63.005083889
1;20151003018772;3;2;2;98;0;1;6;1;78.210581088
1;20151003011950;3;2;2;98;0;5;6;1;11.600031994
1;20151005022414;2;2;2;09;1;1;6;3;11.189111122
2;20151004014124;2;2;2;16;1;1;1;4;13.288787554
1;20151012011938;2;2;2;09;1;1;1;4;11.189111122
1;20151003021120;2;2;2;01;1;1;1;4;272.43357733
1;20151004022213;2;2;2;09;1;1;1;3;11.189111122
2;20151012014124;2;2;2;16;1;1;1;4;13.288787554
1;20151038013081;2;2;2;01;1;1;1;4;63.005083889
1;20151003028427;2;2;2;05;1;1;1;4;118.09306407
1;20151011011809;2;2;2;09;1;5;6;3;11.189111122
1;20151010010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151015011637;2;2;2;09;1;1;6;3;11.189111122
2;20151035015704;2;2;2;01;1;2;6;3;63.005083889
1;20151003022414;2;2;2;09;1;1;6;3;11.189111122
1;20151011011641;2;2;2;09;1;2;6;3;11.189111122
1;20151005010859;2;2;2;13;1;1;6;3;80.813006243
1;20151007011772;2;2;2;09;1;1;6;3;11.189111122
1;20151004011816;2;2;2;09;1;5;6;3;11.189111122
1;20151017011637;2;2;2;09;1;1;6;3;11.189111122
1;20151005011817;2;2;2;09;1;2;6;3;11.189111122
2;20151005040788;2;2;2;01;1;1;1;4;77.132286324
1;20151005013060;2;2;2;01;1;1;6;4;63.005083889
1;20151014013081;2;2;2;01;1;1;1;4;63.005083889
1;20151011011950;3;2;2;98;0;5;6;1;11.600031994
1;20151004013043;2;2;2;01;2;1;6;4;73.295762344
1;20151004013048;2;2;2;01;1;1;6;3;63.005083889
1;20151003010854;2;2;2;13;1;1;6;3;80.813006243
1;20151019018972;3;2;2;98;0;1;6;1;78.210581088
1;20151004035084;3;2;2;98;0;1;6;1;14.991881376
1;20151004022421;2;2;2;09;1;1;6;3;11.189111122
1;20151005035084;3;2;2;98;0;1;6;1;14.991881376
1;20151003011818;3;2;2;98;0;5;6;1;11.600031994
1;20151016011816;2;2;2;09;1;5;6;3;11.189111122
1;20151007011817;2;2;2;09;1;2;6;3;11.189111122
1;20151003012730;2;2;2;12;1;1;6;5;62.217340632
1;20151022011938;2;2;2;09;1;1;1;4;11.189111122
2;20151010014124;2;2;2;16;1;1;1;4;13.288787554
1;20151006021131;2;2;2;01;1;1;1;4;272.43357733
1;20151013011809;2;2;2;09;1;5;6;3;11.189111122
1;20151010022213;2;2;2;09;1;1;1;3;11.189111122
1;20151011013081;2;2;2;01;1;1;1;4;63.005083889
1;20151003028270;2;2;2;05;1;1;1;4;118.09306407
1;20151011011943;2;2;2;09;1;1;6;4;11.189111122
1;20151008022414;2;2;2;09;1;1;6;3;11.189111122
1;20151009011641;2;2;2;09;1;2;6;3;11.189111122
1;20151005034988;3;2;2;98;0;3;6;1;14.991881376
1;20151005011951;2;2;2;09;2;1;6;4;13.308623874
1;20151036010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151006018768;3;2;2;98;0;1;1;1;78.210581088
1;20151005017685;2;2;2;09;1;1;6;3;41.297303626
1;20151003022429;2;2;2;09;1;1;6;3;11.189111122
1;20151009018972;3;2;2;98;0;1;6;1;78.210581088
1;20151020011637;2;2;2;09;1;1;6;3;11.189111122
1;20151007011816;2;2;2;09;1;5;6;3;11.189111122
1;20151009011950;3;2;2;98;0;5;6;1;11.600031994
2;20151007040788;2;2;2;01;1;1;1;4;77.132286324
1;20151023010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151011018972;3;2;2;98;0;1;6;1;78.210581088
2;20151005024834;3;2;2;98;0;5;0;1;78.210581088
1;20151041013081;2;2;2;01;1;1;1;4;63.005083889
1;20151014011816;2;2;2;09;1;5;6;3;11.189111122
1;20151013011637;2;2;2;09;1;1;6;3;11.189111122
2;20151039015704;2;2;2;01;1;2;6;3;63.005083889
1;20151003011773;2;2;2;09;1;1;6;3;11.189111122
1;20151003011809;2;2;2;09;1;5;6;3;11.189111122
1;20151023011816;2;2;2;09;1;5;6;3;11.189111122
2;20151019015704;2;2;2;01;1;2;6;3;63.005083889
1;20151003017932;2;2;2;09;1;2;6;3;41.297303626
1;20151028013081;2;2;2;01;1;1;1;4;63.005083889
1;20151003028267;2;2;2;05;1;1;6;4;118.09306407
1;20151003017931;2;2;2;09;1;2;6;3;41.297303626
1;20151003011768;2;2;2;09;1;1;6;2;11.189111122
1;20151003011161;2;2;2;10;7;1;6;6;7.9218832574
1;20151003013702;2;2;2;10;2;1;6;3;52.388370984
1;20151003011817;2;2;2;09;1;2;6;3;11.189111122
1;20151013011816;2;2;2;09;1;5;6;3;11.189111122
1;20151004013081;2;2;2;01;1;1;1;4;63.005083889
2;20151004040788;2;2;2;01;1;1;1;4;77.132286324
1;20151012022213;2;2;2;09;1;1;1;3;11.189111122
1;20151004034908;3;2;2;98;0;1;1;1;14.991881376
1;20151006011817;2;2;2;09;1;2;6;3;11.189111122
1;20151008011816;2;2;2;09;1;5;6;3;11.189111122
2;20151002040790;3;2;2;98;0;5;0;1;78.210581088
1;20151003011774;3;2;2;98;0;5;6;1;11.600031994
2;20151003002012;3;3;2;04;0;1;1;1;481.13493672
1;20151003021119;2;2;2;01;1;1;1;5;272.43357733
1;20151004011807;3;2;2;98;0;5;6;1;11.600031994
1;20151008022213;2;2;2;09;1;1;1;3;11.189111122
1;20151014011637;2;2;2;09;1;1;6;3;11.189111122
1;20151026010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151003012745;2;2;2;13;8;1;6;4;60.688513843
1;20151011035073;2;2;2;13;8;3;1;4;17.200065526
1;20151003013706;2;2;2;10;1;1;6;3;53.6856438
1;20151006011951;2;2;2;09;2;1;6;4;13.308623874
1;20151003017933;2;2;2;09;1;1;6;4;41.297303626
1;20151014011938;2;2;2;09;1;1;1;4;11.189111122
2;20151020015704;2;2;2;01;1;2;6;3;63.005083889
1;20151003031303;2;2;2;09;1;2;6;4;84.257668267
1;20151032013081;2;2;2;01;1;1;1;4;63.005083889
1;20151015013081;2;2;2;01;1;1;1;4;63.005083889
1;20151005012630;3;2;2;98;0;1;1;1;52.897182225
2;20151048015704;2;2;2;01;1;2;6;3;63.005083889
1;20151004011772;2;2;2;09;1;1;6;3;11.189111122
1;20151004011773;2;2;2;09;1;1;6;3;11.189111122
1;20151003013558;2;2;2;10;1;1;6;3;53.6856438
1;20151005011772;2;2;2;09;1;1;6;3;11.189111122
1;20151003013553;2;2;2;10;1;5;6;3;53.6856438
1;20151009011817;2;2;2;09;1;2;6;3;11.189111122
1;20151010013081;2;2;2;01;1;1;1;4;63.005083889
2;20151003015704;2;2;2;01;1;2;6;3;63.005083889
2;20151011015704;2;2;2;01;1;2;6;3;63.005083889
1;20151003011152;2;2;2;14;7;1;6;5;7.9218832574
1;20151003035073;2;2;2;13;8;3;1;4;17.200065526
1;20151004011818;3;2;2;98;0;5;6;1;11.600031994
1;20151003010710;2;2;2;13;2;1;6;4;96.475253779
1;20151033010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151004017932;2;2;2;09;1;2;6;3;41.297303626
1;20151021010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151021022213;2;2;2;09;1;1;1;3;11.189111122
1;20151006035073;2;2;2;13;8;3;1;4;17.200065526
1;20151015022213;2;2;2;09;1;1;1;3;11.189111122
1;20151009011772;2;2;2;09;1;1;6;3;11.189111122
1;20151004013702;2;2;2;10;2;1;6;3;52.388370984
1;20151018010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151003035146;3;2;2;98;0;1;6;1;14.991881376
2;20151004015226;2;2;2;09;1;1;6;4;41.297303626
1;20151024011816;2;2;2;09;1;5;6;3;11.189111122
1;20151009011774;3;2;2;98;0;5;6;1;11.600031994
1;20151005022423;2;2;2;09;1;1;6;3;11.189111122
2;20151003040788;2;2;2;01;1;1;1;4;77.132286324
1;20151003034992;2;2;2;01;1;1;1;5;14.785187256
1;20151005034908;3;2;2;98;0;1;1;1;14.991881376
1;20151016011938;2;2;2;09;1;1;1;4;11.189111122
1;20151009013048;2;2;2;01;1;1;6;3;63.005083889
1;20151009011809;2;2;2;09;1;5;6;3;11.189111122
1;20151005035073;2;2;2;13;8;3;1;4;17.200065526
1;20151020010972;2;2;2;14;1;3;6;4;6.1665545527
1;20151006025382;2;2;2;16;2;1;6;3;12.962250704
1;20151007011641;2;2;2;09;1;2;6;3;11.189111122
1;20151004011637;2;2;2;09;1;1;6;3;11.189111122
1;20151003011772;2;2;2;09;1;1;6;3;11.189111122
1;20151004029854;3;2;2;98;0;1;1;1;52.897182225
1;20151010018972;3;2;2;98;0;1;6;1;78.210581088
2;20151042015704;2;2;2;01;1;2;6;3;63.005083889
1;20151022011816;2;2;2;09;1;5;6;3;11.189111122
2;20151030015704;2;2;2;01;1;2;6;3;63.005083889
1;20151009013081;2;2;2;01;1;1;1;4;63.005083889
1;20151011010972;2;2;2;14;1;3;6;4;6.1665545527
2;20151047015704;2;2;2;01;1;2;6;3;63.005083889
1;20151015011816;2;2;2;09;1;5;6;3;11.189111122
2;20151002041989;3;2;2;98;0;5;0;1;14.991881376
2;20151014015704;2;2;2;01;1;2;6;3;63.005083889
2;20151003024834;3;2;2;98;0;5;0;1;78.210581088
1;20151006022414;2;2;2;09;1;1;6;3;11.189111122
2;20151006040788;2;2;2;01;1;1;1;4;77.132286324
1;20151015018972;3;2;2;98;0;1;6;1;78.210581088
1;20151003011815;2;2;2;09;1;1;6;3;11.189111122
1;20151002013060;2;2;2;01;1;1;6;4;63.005083889
1;20151002011948;3;2;2;98;0;5;6;1;11.600031994
1;20151001018787;3;2;2;98;0;1;1;1;78.210581088
2;20151002000932;3;2;2;98;0;5;0;1;138.29659829
2;20151001016097;2;2;2;10;1;1;1;4;194.30681722
1;20151001017915;2;2;2;09;1;1;6;3;41.297303626
2;20151002015226;2;2;2;09;1;1;6;4;41.297303626
1;20151002028424;2;2;2;05;1;1;1;5;118.09306407
1;20151001022414;2;2;2;09;1;1;6;3;11.189111122
1;20151001017917;2;2;2;09;1;1;6;4;41.297303626
1;20151001035134;2;2;2;13;1;1;6;4;14.407725798
1;20151001018972;3;2;2;98;0;1;6;1;78.210581088
1;20151002005433;3;3;2;98;0;1;6;1;54.265112463
1;20151002035084;3;2;2;98;0;1;6;1;14.991881376
1;20151001023112;2;2;2;11;8;1;6;4;60.688513843
1;20151002013717;2;2;2;10;8;1;6;4;52.388370984
1;20151001028278;2;2;2;05;1;1;1;4;118.09306407
1;20151001028268;2;2;2;05;1;1;1;4;118.09306407
1;20151001031299;2;2;2;09;1;5;6;3;84.257668267
1;20151001029854;3;2;2;98;0;1;1;1;52.897182225
2;20151001039728;3;3;2;98;0;5;0;1;54.265112463
1;20151001035146;3;2;2;98;0;1;6;1;14.991881376
1;20151001029842;2;2;2;05;8;1;6;5;60.688513843
1;20151002011635;3;2;2;09;0;5;6;1;11.600031994
2;20151001015027;3;3;2;10;0;1;1;1;481.13493672
2;20151001025147;2;2;2;09;8;4;6;4;49.120102123
1;20151002011773;2;2;2;09;1;1;6;3;11.189111122
1;20151001018766;3;2;2;98;0;1;6;1;78.210581088
1;20151001022223;2;2;2;09;1;1;6;3;11.189111122
1;20151002013703;2;2;2;10;2;1;6;3;52.388370984
1;20151001028270;2;2;2;05;1;1;1;4;118.09306407
1;20151001028260;2;2;2;05;1;1;1;4;118.09306407
1;20151002011943;2;2;2;09;1;1;6;4;11.189111122
1;20151001022418;2;2;2;09;1;1;6;3;11.189111122
1;20151002035134;2;2;2;13;1;1;6;4;14.407725798
1;20151002013049;2;2;2;01;3;1;6;3;63.005083889
2;20151001029001;2;2;2;10;8;4;6;5;275.23320076
1;20151001017608;2;2;2;09;1;1;1;4;41.297303626
2;20151002014096;2;2;2;11;1;4;6;4;13.288787554
2;20151001040461;2;2;2;05;1;1;1;4;118.09306407
1;20151001028272;2;2;2;05;8;1;6;5;136.20074895
1;20151002018972;3;2;2;98;0;1;6;1;78.210581088
2;20151002015704;2;2;2;01;1;2;6;3;63.005083889
1;20151002013555;2;2;2;10;2;1;6;4;52.388370984
1;20151001026216;2;2;2;03;8;1;6;5;12.962250704
1;20151001022423;2;2;2;09;1;1;6;3;11.189111122
1;20151001017866;2;2;2;09;1;1;6;4;41.297303626
1;20151001017688;2;2;2;09;1;2;6;3;41.297303626
1;20151002011641;2;2;2;09;1;2;6;3;11.189111122
1;20151001017614;2;2;2;09;1;1;6;3;41.297303626
1;20151002010713;2;2;2;13;1;1;6;3;80.813006243
1;20151001028433;2;2;2;05;1;1;1;6;118.09306407
1;20151002022213;2;2;2;09;1;1;1;3;11.189111122
2;20151001015705;2;2;2;01;1;1;1;5;63.005083889
1;20151001031285;2;2;2;01;1;1;6;3;86.147708245
1;20151001017935;2;2;2;09;1;1;6;4;41.297303626
1;20151002017685;2;2;2;09;1;1;6;3;41.297303626
1;20151002012735;3;2;2;98;0;4;6;1;52.897182225
1;20151001017671;2;2;2;09;1;2;6;4;41.297303626
1;20151001017858;2;2;2;09;1;1;6;3;41.297303626
1;20151001035078;2;2;2;07;1;1;6;4;17.633358735
1;20151001026215;2;2;2;06;8;4;6;4;12.962250704
2;20151001022961;2;2;2;10;8;1;6;4;275.23320076
1;20151001022426;2;2;2;09;1;2;6;3;11.189111122
2;20151001032434;2;2;2;16;1;1;6;3;25.7923964
1;20151001017933;2;2;2;09;1;1;6;4;41.297303626
1;20151001034988;3;2;2;98;0;3;6;1;14.991881376
1;20151001026562;2;2;2;02;8;1;6;3;49.120102123
1;20151001017658;2;2;2;09;1;1;6;4;41.297303626
1;20151001028262;2;2;2;05;1;1;1;4;118.09306407
